geneSet	description	link	C	O	E	R	pValue	FDR	overlapId	userId
GO:0044772	mitotic cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:0044772	456	38	20.623434455886446	1.8425641025641024	2.1095154109285197e-4	0.019923561704138743	328;351;586;595;637;991;994;1019;1031;4171;4174;4176;5087;5116;5311;5720;5932;6194;7029;7324;7325;8883;9735;9833;10540;10769;11065;11073;11331;23026;23194;23332;29945;29997;55920;58190;58480;203068	ENSG00000114126;ENSG00000183580;ENSG00000144579;ENSG00000015475;ENSG00000060982;ENSG00000163781;ENSG00000073111;ENSG00000160299;ENSG00000135446;ENSG00000137154;ENSG00000105373;ENSG00000116574;ENSG00000101224;ENSG00000165304;ENSG00000053900;ENSG00000041515;ENSG00000101773;ENSG00000179051;ENSG00000215021;ENSG00000196230;ENSG00000092010;ENSG00000185630;ENSG00000175063;ENSG00000142192;ENSG00000182247;ENSG00000110092;ENSG00000100297;ENSG00000184445;ENSG00000100823;ENSG00000074054;ENSG00000159593;ENSG00000170142;ENSG00000118762;ENSG00000175203;ENSG00000166508;ENSG00000123080;ENSG00000145632;ENSG00000117399
GO:0016072	rRNA metabolic process	http://amigo.geneontology.org/amigo/term/GO:0016072	210	22	9.497634288895075	2.3163663003663	2.1612863466091703e-4	0.020103237699748026	1663;2091;6125;6135;6165;6194;6217;6218;6223;6227;11157;11340;29997;51504;51602;54059;54433;55006;55636;84128;84365;154743	ENSG00000171858;ENSG00000182899;ENSG00000137154;ENSG00000142676;ENSG00000105373;ENSG00000173113;ENSG00000115368;ENSG00000105193;ENSG00000109534;ENSG00000013573;ENSG00000120699;ENSG00000105202;ENSG00000182362;ENSG00000164603;ENSG00000164167;ENSG00000105372;ENSG00000182774;ENSG00000171103;ENSG00000055044;ENSG00000171316;ENSG00000155438;ENSG00000122406
GO:0001654	eye development	http://amigo.geneontology.org/amigo/term/GO:0001654	330	30	14.924853882549401	2.01006993006993	2.2372603785880685e-4	0.020499315618137542	86;220;357;493;1019;2195;3065;3615;3913;4124;4211;4628;4693;4916;5080;5156;5159;5204;5308;5584;5797;6662;6935;7289;7431;7474;23418;55636;113246;284217	ENSG00000124479;ENSG00000134376;ENSG00000184254;ENSG00000114251;ENSG00000164093;ENSG00000111678;ENSG00000083857;ENSG00000125398;ENSG00000172037;ENSG00000134853;ENSG00000136518;ENSG00000112893;ENSG00000146950;ENSG00000078246;ENSG00000143995;ENSG00000135446;ENSG00000113721;ENSG00000148516;ENSG00000007372;ENSG00000058668;ENSG00000140538;ENSG00000133026;ENSG00000178035;ENSG00000123349;ENSG00000171316;ENSG00000173482;ENSG00000101680;ENSG00000163558;ENSG00000116478;ENSG00000026025
GO:0051099	positive regulation of binding	http://amigo.geneontology.org/amigo/term/GO:0051099	169	19	7.6433342610631785	2.485826126536186	2.3245233606195015e-4	0.02097556517286932	142;351;857;1663;3005;3646;3958;5080;5334;5457;6135;7474;8664;9709;10769;23129;51068;64641;151636	ENSG00000114251;ENSG00000163840;ENSG00000004399;ENSG00000115896;ENSG00000142676;ENSG00000013573;ENSG00000169251;ENSG00000131981;ENSG00000007372;ENSG00000142192;ENSG00000100353;ENSG00000105974;ENSG00000189060;ENSG00000104408;ENSG00000051108;ENSG00000143799;ENSG00000221818;ENSG00000152192;ENSG00000145632
GO:0150063	visual system development	http://amigo.geneontology.org/amigo/term/GO:0150063	331	30	14.970080712496522	2.0039972112479663	2.3575728896041426e-4	0.02097556517286932	86;220;357;493;1019;2195;3065;3615;3913;4124;4211;4628;4693;4916;5080;5156;5159;5204;5308;5584;5797;6662;6935;7289;7431;7474;23418;55636;113246;284217	ENSG00000124479;ENSG00000134376;ENSG00000184254;ENSG00000114251;ENSG00000164093;ENSG00000111678;ENSG00000083857;ENSG00000125398;ENSG00000172037;ENSG00000134853;ENSG00000136518;ENSG00000112893;ENSG00000146950;ENSG00000078246;ENSG00000143995;ENSG00000135446;ENSG00000113721;ENSG00000148516;ENSG00000007372;ENSG00000058668;ENSG00000140538;ENSG00000133026;ENSG00000178035;ENSG00000123349;ENSG00000171316;ENSG00000173482;ENSG00000101680;ENSG00000163558;ENSG00000116478;ENSG00000026025
GO:1901987	regulation of cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901987	363	32	16.41733927080434	1.949158720067811	2.445570111919704e-4	0.021447649881535802	328;351;493;595;637;991;994;1019;2735;4869;5087;5116;5311;5720;7029;7324;7325;8883;9735;10540;10769;11065;11073;11331;23026;23194;23332;29945;29997;55920;58190;203068	ENSG00000111087;ENSG00000114126;ENSG00000183580;ENSG00000144579;ENSG00000015475;ENSG00000163781;ENSG00000160299;ENSG00000135446;ENSG00000105373;ENSG00000181163;ENSG00000101224;ENSG00000053900;ENSG00000041515;ENSG00000179051;ENSG00000058668;ENSG00000215021;ENSG00000196230;ENSG00000092010;ENSG00000185630;ENSG00000175063;ENSG00000142192;ENSG00000182247;ENSG00000110092;ENSG00000184445;ENSG00000100823;ENSG00000074054;ENSG00000159593;ENSG00000170142;ENSG00000118762;ENSG00000175203;ENSG00000145632;ENSG00000117399
GO:0008406	gonad development	http://amigo.geneontology.org/amigo/term/GO:0008406	198	21	8.954912329529641	2.345081585081585	2.5196168462793267e-4	0.021604770020611532	116;268;595;666;1051;1495;2189;2316;3205;5156;5159;5806;6092;6422;6662;7474;8531;9289;22836;25976;26471	ENSG00000104332;ENSG00000114251;ENSG00000196924;ENSG00000125398;ENSG00000185008;ENSG00000205336;ENSG00000134853;ENSG00000176046;ENSG00000163661;ENSG00000141433;ENSG00000113721;ENSG00000164292;ENSG00000163659;ENSG00000172216;ENSG00000104899;ENSG00000044115;ENSG00000110092;ENSG00000221829;ENSG00000078399;ENSG00000176720;ENSG00000060138
GO:0010001	glial cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0010001	184	20	8.32173671026997	2.403344481605351	2.5338710563349576e-4	0.021604770020611532	351;666;1031;2596;3065;3908;3913;4916;4919;5080;5270;5454;6662;7431;7732;7852;10397;26227;79006;92737	ENSG00000184486;ENSG00000185483;ENSG00000121966;ENSG00000103260;ENSG00000172020;ENSG00000125398;ENSG00000172037;ENSG00000128482;ENSG00000092621;ENSG00000135919;ENSG00000007372;ENSG00000140538;ENSG00000142192;ENSG00000104419;ENSG00000176720;ENSG00000116478;ENSG00000196569;ENSG00000123080;ENSG00000187957;ENSG00000026025
GO:0046034	ATP metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046034	213	22	9.633314778736432	2.2837414228963526	2.644526970339012e-4	0.02223938502864547	116;142;518;521;522;637;706;863;1327;1350;4711;4712;4720;4724;4725;5213;5236;6472;11164;26137;30968;54541	ENSG00000079739;ENSG00000100300;ENSG00000015475;ENSG00000141433;ENSG00000181722;ENSG00000165609;ENSG00000129993;ENSG00000165283;ENSG00000143799;ENSG00000182199;ENSG00000164258;ENSG00000136521;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000165264;ENSG00000154723;ENSG00000154518;ENSG00000168653;ENSG00000158864;ENSG00000131143;ENSG00000127184
GO:0031589	cell-substrate adhesion	http://amigo.geneontology.org/amigo/term/GO:0031589	318	29	14.38213192318397	2.0163909046927913	2.686686050792364e-4	0.0222444915236444	87;347;604;967;1277;1281;2316;2633;2651;3655;3679;3915;3956;3987;4811;5796;6422;7059;7205;8324;9358;9448;10109;10630;11117;23332;55920;57580;90187	ENSG00000152894;ENSG00000104332;ENSG00000135862;ENSG00000124126;ENSG00000111846;ENSG00000196924;ENSG00000100097;ENSG00000189058;ENSG00000183798;ENSG00000169231;ENSG00000087077;ENSG00000072110;ENSG00000071054;ENSG00000162493;ENSG00000135424;ENSG00000116962;ENSG00000169756;ENSG00000138080;ENSG00000179051;ENSG00000117228;ENSG00000091409;ENSG00000135404;ENSG00000074054;ENSG00000113916;ENSG00000163466;ENSG00000198542;ENSG00000155760;ENSG00000168542;ENSG00000108821
GO:0009124	nucleoside monophosphate biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0009124	144	17	6.512663512385194	2.610299145299145	2.7362192564539534e-4	0.0222444915236444	142;471;518;521;522;790;863;1635;3615;5213;5236;5634;8833;26137;30968;50808;54541	ENSG00000079739;ENSG00000101911;ENSG00000163655;ENSG00000138363;ENSG00000129187;ENSG00000084774;ENSG00000147853;ENSG00000181722;ENSG00000129993;ENSG00000165283;ENSG00000178035;ENSG00000143799;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000154723;ENSG00000154518
GO:0030198	extracellular matrix organization	http://amigo.geneontology.org/amigo/term/GO:0030198	334	30	15.105761202337879	1.9859972362966376	2.7538383381608966e-4	0.0222444915236444	165;351;1277;1281;1284;1292;1293;1301;1306;1634;2006;2191;3655;3679;3908;3913;3915;4313;4811;5156;5806;6662;7837;10630;11117;23332;23768;58494;80781;284217	ENSG00000135862;ENSG00000185070;ENSG00000154721;ENSG00000125398;ENSG00000172037;ENSG00000134853;ENSG00000163661;ENSG00000162493;ENSG00000135424;ENSG00000087245;ENSG00000142173;ENSG00000116962;ENSG00000204291;ENSG00000078098;ENSG00000138080;ENSG00000182871;ENSG00000163359;ENSG00000091409;ENSG00000142192;ENSG00000049540;ENSG00000011465;ENSG00000074054;ENSG00000060718;ENSG00000101680;ENSG00000196569;ENSG00000134871;ENSG00000168542;ENSG00000130508;ENSG00000108821;ENSG00000106624
GO:0009954	proximal/distal pattern formation	http://amigo.geneontology.org/amigo/term/GO:0009954	30	7	1.356804898413582	5.159179487179487	3.067242550829352e-4	0.024454288337066747	2019;2735;2736;3205;5087;22856;79192	ENSG00000111087;ENSG00000074047;ENSG00000170549;ENSG00000163064;ENSG00000131873;ENSG00000185630;ENSG00000078399
GO:0048705	skeletal system morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0048705	216	22	9.76899526857779	2.252022792022792	3.2203230459537657e-4	0.02534559381937201	1277;1292;1293;1301;2138;2778;4256;4313;5156;6259;6422;6662;6935;7059;7289;22856;23314;25976;28982;64399;81578;389058	ENSG00000104332;ENSG00000111341;ENSG00000104313;ENSG00000119042;ENSG00000164161;ENSG00000125398;ENSG00000169231;ENSG00000134853;ENSG00000078246;ENSG00000087245;ENSG00000142173;ENSG00000124749;ENSG00000163785;ENSG00000131873;ENSG00000163659;ENSG00000148516;ENSG00000163359;ENSG00000087460;ENSG00000204335;ENSG00000162769;ENSG00000060718;ENSG00000108821
GO:0043062	extracellular structure organization	http://amigo.geneontology.org/amigo/term/GO:0043062	385	33	17.412329529640967	1.8952087912087914	3.282012485523733e-4	0.025504145124848353	165;351;1277;1281;1284;1292;1293;1301;1306;1634;2006;2191;3655;3679;3908;3913;3915;4313;4811;5156;5360;5806;6386;6662;7837;8027;10630;11117;23332;23768;58494;80781;284217	ENSG00000135862;ENSG00000185070;ENSG00000154721;ENSG00000125398;ENSG00000172037;ENSG00000134853;ENSG00000163661;ENSG00000137575;ENSG00000162493;ENSG00000135424;ENSG00000087245;ENSG00000142173;ENSG00000116962;ENSG00000204291;ENSG00000078098;ENSG00000100979;ENSG00000138080;ENSG00000136738;ENSG00000182871;ENSG00000163359;ENSG00000091409;ENSG00000142192;ENSG00000049540;ENSG00000011465;ENSG00000074054;ENSG00000060718;ENSG00000101680;ENSG00000196569;ENSG00000134871;ENSG00000168542;ENSG00000130508;ENSG00000108821;ENSG00000106624
GO:0050919	negative chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0050919	40	8	1.809073197884776	4.422153846153846	3.565969928454038e-4	0.026895278718960115	6091;6092;6259;7474;23767;23768;55558;57556	ENSG00000092421;ENSG00000185070;ENSG00000114251;ENSG00000185008;ENSG00000130827;ENSG00000163785;ENSG00000169855;ENSG00000125848
GO:0030900	forebrain development	http://amigo.geneontology.org/amigo/term/GO:0030900	355	31	16.05552463122739	1.9307995666305522	3.5853359006976504e-4	0.026895278718960115	116;220;351;471;493;547;1281;2316;2735;2736;3065;3516;4628;5080;5308;5454;5457;6091;6092;6259;7026;7474;9289;22903;23314;25777;26050;54407;55558;55636;113246	ENSG00000184486;ENSG00000111087;ENSG00000074047;ENSG00000184254;ENSG00000114251;ENSG00000119042;ENSG00000196924;ENSG00000132640;ENSG00000164093;ENSG00000111678;ENSG00000185008;ENSG00000205336;ENSG00000168214;ENSG00000130827;ENSG00000100242;ENSG00000138363;ENSG00000141433;ENSG00000163785;ENSG00000185551;ENSG00000130294;ENSG00000007372;ENSG00000169855;ENSG00000058668;ENSG00000142192;ENSG00000133026;ENSG00000171316;ENSG00000134294;ENSG00000116478;ENSG00000152192;ENSG00000165300;ENSG00000168542
GO:0009127	purine nucleoside monophosphate biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0009127	121	15	5.472446423601447	2.7410044500953594	3.6362732263783837e-4	0.026895278718960115	142;471;518;521;522;863;3615;5213;5236;5634;8833;26137;30968;50808;54541	ENSG00000079739;ENSG00000101911;ENSG00000163655;ENSG00000138363;ENSG00000147853;ENSG00000181722;ENSG00000129993;ENSG00000165283;ENSG00000178035;ENSG00000143799;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000154723;ENSG00000154518
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0009168	121	15	5.472446423601447	2.7410044500953594	3.6362732263783837e-4	0.026895278718960115	142;471;518;521;522;863;3615;5213;5236;5634;8833;26137;30968;50808;54541	ENSG00000079739;ENSG00000101911;ENSG00000163655;ENSG00000138363;ENSG00000147853;ENSG00000181722;ENSG00000129993;ENSG00000165283;ENSG00000178035;ENSG00000143799;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000154723;ENSG00000154518
GO:1902751	positive regulation of cell cycle G2/M phase transition	http://amigo.geneontology.org/amigo/term/GO:1902751	31	7	1.4020317283607013	4.992754342431762	3.808967615485104e-4	0.027837204989836963	351;595;994;1019;4869;5087;55920	ENSG00000135446;ENSG00000181163;ENSG00000101224;ENSG00000179051;ENSG00000185630;ENSG00000142192;ENSG00000110092
GO:0009156	ribonucleoside monophosphate biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:0009156	135	16	6.105622042861119	2.6205356125356123	3.9229990129807657e-4	0.028333283459634023	142;471;518;521;522;790;863;3615;5213;5236;5634;8833;26137;30968;50808;54541	ENSG00000079739;ENSG00000101911;ENSG00000163655;ENSG00000138363;ENSG00000084774;ENSG00000147853;ENSG00000181722;ENSG00000129993;ENSG00000165283;ENSG00000178035;ENSG00000143799;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000154723;ENSG00000154518
GO:0021983	pituitary gland development	http://amigo.geneontology.org/amigo/term/GO:0021983	41	8	1.8543000278318953	4.314296435272045	4.2573269906032163e-4	0.03039038418059668	116;2735;2736;3516;5080;5308;5454;7474	ENSG00000184486;ENSG00000111087;ENSG00000074047;ENSG00000114251;ENSG00000164093;ENSG00000168214;ENSG00000141433;ENSG00000007372
GO:0048732	gland development	http://amigo.geneontology.org/amigo/term/GO:0048732	408	34	18.452546618424716	1.8425641025641024	4.484431151201562e-4	0.031212935171940195	116;220;595;706;790;857;1051;2735;2736;3205;3481;3516;3642;4124;4357;5066;5080;5087;5156;5270;5308;5311;5454;5860;6091;6217;6422;6662;7474;9368;11331;23129;25928;284217	ENSG00000184486;ENSG00000111087;ENSG00000104332;ENSG00000074047;ENSG00000184254;ENSG00000114251;ENSG00000164093;ENSG00000145730;ENSG00000109062;ENSG00000125398;ENSG00000168214;ENSG00000100300;ENSG00000134853;ENSG00000112893;ENSG00000128309;ENSG00000173404;ENSG00000004399;ENSG00000167244;ENSG00000141433;ENSG00000084774;ENSG00000135919;ENSG00000171243;ENSG00000105193;ENSG00000007372;ENSG00000169855;ENSG00000215021;ENSG00000172216;ENSG00000185630;ENSG00000110092;ENSG00000105974;ENSG00000078399;ENSG00000101680;ENSG00000118762;ENSG00000151552
GO:0010976	positive regulation of neuron projection development	http://amigo.geneontology.org/amigo/term/GO:0010976	251	24	11.35193431672697	2.1141771376034324	4.491584260666315e-4	0.031212935171940195	116;653;1857;2664;4131;4135;4804;4916;5584;6091;6092;6857;6993;7474;9139;10154;10494;22871;23129;23191;23654;55558;79006;170506	ENSG00000078699;ENSG00000064300;ENSG00000114251;ENSG00000103260;ENSG00000273749;ENSG00000185008;ENSG00000130827;ENSG00000004399;ENSG00000169760;ENSG00000115694;ENSG00000161202;ENSG00000141433;ENSG00000196576;ENSG00000169855;ENSG00000140538;ENSG00000174953;ENSG00000203879;ENSG00000136040;ENSG00000171533;ENSG00000112175;ENSG00000067715;ENSG00000163558;ENSG00000146425;ENSG00000131711
GO:0051272	positive regulation of cellular component movement	http://amigo.geneontology.org/amigo/term/GO:0051272	474	38	21.437517394934595	1.7725933138591365	4.525087522890825e-4	0.031212935171940195	351;388;604;857;1277;2152;2316;2549;2651;3642;3655;3735;3958;4916;5156;5159;5216;5606;5919;6223;6386;6662;7205;7474;8877;9448;9943;10399;10630;10769;11013;23332;23625;25777;56034;57556;57580;80781	ENSG00000092421;ENSG00000109458;ENSG00000124126;ENSG00000111846;ENSG00000114251;ENSG00000196924;ENSG00000176170;ENSG00000125398;ENSG00000087077;ENSG00000134853;ENSG00000100242;ENSG00000071054;ENSG00000173404;ENSG00000034152;ENSG00000158164;ENSG00000143878;ENSG00000137575;ENSG00000162493;ENSG00000106538;ENSG00000113721;ENSG00000117525;ENSG00000108518;ENSG00000131981;ENSG00000182871;ENSG00000091409;ENSG00000140538;ENSG00000142192;ENSG00000065427;ENSG00000105372;ENSG00000105974;ENSG00000172939;ENSG00000176973;ENSG00000074054;ENSG00000113916;ENSG00000145431;ENSG00000204628;ENSG00000145632;ENSG00000108821
GO:1901992	positive regulation of mitotic cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901992	74	11	3.3467854160868358	3.2867359667359666	4.63120354689428e-4	0.031589953971537764	328;351;595;994;1019;5087;7325;11065;11331;29945;55920	ENSG00000135446;ENSG00000101224;ENSG00000053900;ENSG00000179051;ENSG00000215021;ENSG00000185630;ENSG00000175063;ENSG00000142192;ENSG00000182247;ENSG00000110092;ENSG00000100823
GO:0090090	negative regulation of canonical Wnt signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0090090	124	15	5.608126913442805	2.6746898263027297	4.741206380179941e-4	0.031984907657060066	857;1500;1857;2735;3065;3485;5204;6422;6425;6662;7474;9368;22881;23240;25928	ENSG00000111087;ENSG00000104332;ENSG00000121210;ENSG00000114251;ENSG00000109062;ENSG00000125398;ENSG00000135299;ENSG00000198561;ENSG00000161202;ENSG00000171243;ENSG00000120057;ENSG00000105974;ENSG00000123349;ENSG00000115457;ENSG00000116478
GO:1990138	neuron projection extension	http://amigo.geneontology.org/amigo/term/GO:1990138	151	17	6.829251322015029	2.4892919001528275	4.795959934267291e-4	0.032002606561377066	1808;2664;3913;4131;4897;4916;6259;6456;6857;7474;8408;8904;23191;23767;53335;55558;57556	ENSG00000092421;ENSG00000114251;ENSG00000273749;ENSG00000172037;ENSG00000130827;ENSG00000119866;ENSG00000163785;ENSG00000214078;ENSG00000140538;ENSG00000203879;ENSG00000092964;ENSG00000107295;ENSG00000177169;ENSG00000091129;ENSG00000067715;ENSG00000131711;ENSG00000125848
GO:0050808	synapse organization	http://amigo.geneontology.org/amigo/term/GO:0050808	362	31	16.372112440857222	1.8934636634084148	5.006150091672046e-4	0.033045973562123326	87;351;991;2596;3913;4628;4897;4916;5064;5216;5457;6092;6259;7058;7474;9762;10163;10397;10882;22871;23129;23191;23544;23767;23768;26050;57502;84628;92737;170506;203068	ENSG00000158195;ENSG00000185070;ENSG00000114251;ENSG00000273749;ENSG00000172020;ENSG00000099864;ENSG00000185008;ENSG00000172037;ENSG00000072110;ENSG00000004399;ENSG00000169760;ENSG00000131094;ENSG00000146938;ENSG00000163785;ENSG00000108518;ENSG00000196230;ENSG00000140538;ENSG00000100095;ENSG00000142192;ENSG00000174953;ENSG00000133026;ENSG00000196358;ENSG00000104419;ENSG00000088899;ENSG00000091129;ENSG00000152192;ENSG00000165300;ENSG00000187957;ENSG00000125848;ENSG00000186340;ENSG00000117399
GO:0007163	establishment or maintenance of cell polarity	http://amigo.geneontology.org/amigo/term/GO:0007163	194	20	8.774005009741163	2.279460745440127	5.073541791258407e-4	0.033134545804824854	388;390;1495;2195;4131;5080;5584;6425;6993;7474;9368;10399;10494;22836;23332;23418;23625;55691;58480;284217	ENSG00000134376;ENSG00000114251;ENSG00000109062;ENSG00000083857;ENSG00000115694;ENSG00000143878;ENSG00000151474;ENSG00000116574;ENSG00000164292;ENSG00000120057;ENSG00000007372;ENSG00000044115;ENSG00000115963;ENSG00000176973;ENSG00000074054;ENSG00000101680;ENSG00000163558;ENSG00000204628;ENSG00000146425;ENSG00000131711
GO:0019693	ribose phosphate metabolic process	http://amigo.geneontology.org/amigo/term/GO:0019693	462	37	20.89479543556916	1.7707758907758908	5.461706803240318e-4	0.03529412427904454	116;142;471;518;521;522;637;706;790;863;1327;1350;1622;3615;3704;4711;4712;4720;4724;4725;4833;5213;5236;5634;6472;8833;9061;9200;11164;22934;26137;30968;50808;51071;54541;55669;56952	ENSG00000079739;ENSG00000155368;ENSG00000101911;ENSG00000153574;ENSG00000163655;ENSG00000171109;ENSG00000103202;ENSG00000100300;ENSG00000099256;ENSG00000015475;ENSG00000138363;ENSG00000125877;ENSG00000141433;ENSG00000084774;ENSG00000147853;ENSG00000181722;ENSG00000165609;ENSG00000129993;ENSG00000165283;ENSG00000165996;ENSG00000023697;ENSG00000178035;ENSG00000143799;ENSG00000182199;ENSG00000164258;ENSG00000138801;ENSG00000136521;ENSG00000169020;ENSG00000152556;ENSG00000168209;ENSG00000165264;ENSG00000154723;ENSG00000154518;ENSG00000168653;ENSG00000158864;ENSG00000131143;ENSG00000127184
GO:0030335	positive regulation of cell migration	http://amigo.geneontology.org/amigo/term/GO:0030335	446	36	20.171166156415254	1.7847257675060364	5.595629164324434e-4	0.035471136183286185	351;388;857;1277;2152;2316;2549;2651;3642;3655;3735;3958;4916;5156;5159;5216;5606;5919;6386;6662;7205;7474;8877;9448;9943;10399;10630;10769;11013;23332;23625;25777;56034;57556;57580;80781	ENSG00000092421;ENSG00000109458;ENSG00000124126;ENSG00000111846;ENSG00000114251;ENSG00000196924;ENSG00000176170;ENSG00000125398;ENSG00000087077;ENSG00000134853;ENSG00000100242;ENSG00000071054;ENSG00000173404;ENSG00000034152;ENSG00000158164;ENSG00000143878;ENSG00000137575;ENSG00000162493;ENSG00000106538;ENSG00000113721;ENSG00000117525;ENSG00000108518;ENSG00000131981;ENSG00000182871;ENSG00000091409;ENSG00000140538;ENSG00000142192;ENSG00000065427;ENSG00000105974;ENSG00000172939;ENSG00000176973;ENSG00000074054;ENSG00000145431;ENSG00000204628;ENSG00000145632;ENSG00000108821
GO:0046660	female sex differentiation	http://amigo.geneontology.org/amigo/term/GO:0046660	113	14	5.110631784024492	2.7393873383253915	5.685620224438193e-4	0.035471136183286185	116;268;1051;1495;2189;5156;5806;6092;6422;7474;10184;25976;26471;55636	ENSG00000104332;ENSG00000114251;ENSG00000185008;ENSG00000134853;ENSG00000176046;ENSG00000163661;ENSG00000141433;ENSG00000163659;ENSG00000145685;ENSG00000172216;ENSG00000104899;ENSG00000044115;ENSG00000221829;ENSG00000171316
GO:0003382	epithelial cell morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003382	33	7	1.4924853882549403	4.69016317016317	5.720219061973175e-4	0.035471136183286185	2195;2317;23022;26084;57493;80781;122786	ENSG00000114790;ENSG00000129116;ENSG00000083857;ENSG00000136068;ENSG00000173706;ENSG00000182871;ENSG00000139926
GO:0038084	vascular endothelial growth factor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0038084	33	7	1.4924853882549403	4.69016317016317	5.720219061973175e-4	0.035471136183286185	967;1634;2549;5156;5159;6091;57556	ENSG00000092421;ENSG00000109458;ENSG00000134853;ENSG00000113721;ENSG00000169855;ENSG00000135404;ENSG00000011465
GO:1901990	regulation of mitotic cell cycle phase transition	http://amigo.geneontology.org/amigo/term/GO:1901990	334	29	15.105761202337879	1.9197973284200829	6.02420905635892e-4	0.03698261939698741	328;351;595;637;991;994;1019;5087;5116;5311;5720;7029;7324;7325;8883;9735;10540;10769;11065;11073;11331;23026;23194;23332;29945;29997;55920;58190;203068	ENSG00000114126;ENSG00000183580;ENSG00000144579;ENSG00000015475;ENSG00000163781;ENSG00000160299;ENSG00000135446;ENSG00000105373;ENSG00000101224;ENSG00000053900;ENSG00000041515;ENSG00000179051;ENSG00000215021;ENSG00000196230;ENSG00000092010;ENSG00000185630;ENSG00000175063;ENSG00000142192;ENSG00000182247;ENSG00000110092;ENSG00000184445;ENSG00000100823;ENSG00000074054;ENSG00000159593;ENSG00000170142;ENSG00000118762;ENSG00000175203;ENSG00000145632;ENSG00000117399
GO:0007224	smoothened signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0007224	127	15	5.743807403284164	2.6115081768625075	6.121500983307104e-4	0.03717027511005286	1495;2735;2736;5080;5270;6422;7289;22856;22873;27148;64399;83871;84662;91653;730094	ENSG00000144857;ENSG00000111087;ENSG00000104332;ENSG00000074047;ENSG00000164161;ENSG00000078246;ENSG00000185716;ENSG00000126603;ENSG00000134874;ENSG00000131873;ENSG00000135919;ENSG00000109113;ENSG00000007372;ENSG00000163482;ENSG00000044115
GO:0010810	regulation of cell-substrate adhesion	http://amigo.geneontology.org/amigo/term/GO:0010810	197	20	8.909685499582523	2.2447481452557594	6.175872391636084e-4	0.03717027511005286	347;604;1277;2316;2633;2651;3655;3956;3987;4811;6422;8324;9448;10109;10630;11117;23332;55920;57580;90187	ENSG00000104332;ENSG00000124126;ENSG00000111846;ENSG00000196924;ENSG00000100097;ENSG00000189058;ENSG00000183798;ENSG00000071054;ENSG00000162493;ENSG00000116962;ENSG00000169756;ENSG00000138080;ENSG00000179051;ENSG00000117228;ENSG00000091409;ENSG00000074054;ENSG00000113916;ENSG00000163466;ENSG00000155760;ENSG00000108821
GO:0030178	negative regulation of Wnt signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0030178	155	17	7.010158641803507	2.4250521091811414	6.488340737025311e-4	0.03867177066465863	857;1500;1857;2735;3065;3485;5204;6422;6425;6662;7474;9368;10399;22881;23240;25928;30851	ENSG00000111087;ENSG00000104332;ENSG00000121210;ENSG00000114251;ENSG00000109062;ENSG00000125398;ENSG00000135299;ENSG00000198561;ENSG00000161202;ENSG00000171243;ENSG00000120057;ENSG00000213977;ENSG00000105974;ENSG00000123349;ENSG00000115457;ENSG00000116478;ENSG00000204628
GO:0046546	development of primary male sexual characteristics	http://amigo.geneontology.org/amigo/term/GO:0046546	128	15	5.789034233231283	2.591105769230769	6.651777033448436e-4	0.03926467231571149	595;666;1495;2316;3205;5156;5159;6422;6662;7474;8531;9289;10184;22836;26471	ENSG00000104332;ENSG00000114251;ENSG00000196924;ENSG00000125398;ENSG00000205336;ENSG00000134853;ENSG00000176046;ENSG00000113721;ENSG00000164292;ENSG00000145685;ENSG00000044115;ENSG00000110092;ENSG00000078399;ENSG00000176720;ENSG00000060138
GO:0010977	negative regulation of neuron projection development	http://amigo.geneontology.org/amigo/term/GO:0010977	142	16	6.422209852490955	2.4913542795232937	6.89679339794802e-4	0.03994284402830462	1630;2664;3956;4804;5376;6259;7025;7431;7474;9139;9448;10769;22871;53335;55558;57556	ENSG00000092421;ENSG00000078699;ENSG00000064300;ENSG00000114251;ENSG00000100097;ENSG00000109099;ENSG00000130827;ENSG00000119866;ENSG00000071054;ENSG00000169760;ENSG00000175745;ENSG00000163785;ENSG00000203879;ENSG00000187323;ENSG00000145632;ENSG00000026025
